VO0001,477,8993560033507,2
VO0001,477,8993560033637,6
VO0001,478,8998866601795,9
VO0001,478,8998866604420,16
VO0001,478,8999999500672,10
VO0001,478,8999999555450,31
VO0001,478,8999999555450,1
VO0001,479,8999999006204,13
VO0001,479,8992747180102,14
VO0001,479,8999999519971,3
VO0001,480,8992747180201,11
VO0001,480,8992747180225,18
VO0001,481,8886030633805,3
VO0001,481,8886030633904,4
VO0001,481,8886030322808,5
VO0001,481,8886030633904,3
VO0001,481,8886030633805,3
VO0001,481,B5540,4
VO0001,481,8886030323805,4
VO0001,481,8886030323904,2
VO0001,481,8998866602938,3
VO0001,481,8998866606370,7
VO0001,482,B18649,19
VO0001,482,055500130061,5
VO0001,482,055500130054,2
VO0001,482,055500130085,2
VO0001,483,8992779226403,6
VO0001,483,B58478,4
VO0001,483,8992779235504,9
VO0001,484,8993560033798,25
VO0001,484,8993560033804,4
VO0001,484,055500130269,3
VO0001,484,055500130221,2
VO0001,484,8999908264503,2
VO0001,485,8999999407858,41
VO0001,486,8999999407919,25
VO0001,487,8999999520878,5
VO0001,487,8999999520885,6
VO0001,487,8999999566890,6
VO0001,488,8998866602921,7
VO0001,488,8998866613750,11
VO0001,488,8998866606356,8
VO0001,488,8992779054204,2
VO0001,488,8992779248603,4
VO0001,488,8992779022203,2
VO0001,488,8992779024207,3
VO0001,489,8998866606332,2
VO0001,489,8998866605069,4
VO0001,489,8992779052200,7
VO0001,489,8992779054204,3
VO0001,489,8992779024207,4
VO0001,489,8992779225505,2
VO0001,489,055500130276,1
VO0001,489,8992779225505,16
VO0001,490,8998866600521,9
VO0001,490,8998866600569,14
VO0001,490,8998866600538,3
VO0001,490,8998866600552,3
VO0001,491,8998866809221,13
VO0001,491,8998866607971,8
VO0001,492,8998866679596,27
VO0001,492,8998866809870,3
VO0001,492,8998866679664,11
VO0001,493,8998866603539,3
VO0001,493,8998866692601,1
VO0001,493,8998866603546,2
VO0001,493,8998866679602,8
VO0001,494,8992779025204,10
VO0001,494,8992779024207,14
VO0001,494,8992779022203,7
VO0001,494,8992779023200,7
VO0001,494,8992779052200,6
VO0001,494,8992779037207,5
VO0001,495,055500130276,2
VO0001,495,055500130269,3
VO0001,495,8992779025204,4
VO0001,495,8993379255145,5
VO0001,495,8993379255183,1
VO0001,495,8993379255183,1
VO0001,495,8993379255152,1
VO0001,495,8993379255213,4
VO0001,495,8993379255206,2
VO0001,495,8993379255176,14
VO0001,495,8993379259679,1
VO0001,495,8993379255169,3
VO0001,496,B878883,2
VO0001,496,8998866603591,14
VO0001,496,8998866603584,3
VO0001,496,8998866603638,2
VO0001,496,8998866603607,10
VO0001,497,8999999554286,35
VO0001,497,8999999406936,10
VO0001,497,8999999549497,3
VO0001,497,8999999521011,7
VO0001,498,8999999525040,24
VO0001,498,8999999534837,16
VO0001,499,8999999406943,20
VO0001,499,8999999534820,18
VO0001,500,8999999406929,22
VO0001,500,8999999057015,9
VO0001,501,8999999406912,23
VO0001,501,8999999057022,18
VO0001,502,8998866693578,6
VO0001,502,8998866693592,9
VO0001,502,8998866693608,9
VO0001,502,8998866603553,5
VO0001,502,8998866603546,9
VO0001,502,8998866692601,8
VO0001,503,8999999525040,5
VO0001,503,8999999406899,8
VO0001,503,8999999406929,4
VO0001,503,8999999406943,5
VO0001,518,8999999524524,3
VO0001,518,8999999525675,9
VO0001,519,8999999571993,29
VO0001,520,8999999571931,39
VO0001,520,8999999525811,1
VO0001,521,8999999525828,41
VO0001,522,8999999571580,37
VO0001,522,8993379255213,5
VO0001,523,8999999571535,21
VO0001,523,8999999571580,5
VO0001,523,8993379255213,8
VO0001,524,8993379255206,10
VO0001,524,8999999571627,2
VO0001,524,8999999571634,14
VO0001,525,8992727006910,1
VO0001,525,8992727007726,8
VO0001,525,8992727006880,15
VO0001,526,8998866609081,1
VO0001,526,8998866609098,1
VO0001,526,8998866808262,13
VO0001,526,8998866808316,7
VO0001,526,8998866808316,1
VO0001,526,8998866808361,4
VO0001,527,8998866808415,1
VO0001,527,8998866612371,3
VO0001,527,8998866613552,20
VO0001,527,8998866808415,6
VO0001,527,8998866609333,2
VO0001,528,8998866601863,3
VO0001,528,8998866608893,4
VO0001,528,8998866659666,7
VO0001,528,8998866604390,5
VO0001,528,8998866659574,13
VO0001,529,8998866601849,3
VO0001,529,8998866602730,9
VO0001,529,8998866602747,8
VO0001,529,8998866613552,7
VO0001,529,8998866608930,1
VO0001,529,8998866608893,2
VO0001,530,8998866603072,4
VO0001,530,8998866603058,3
VO0001,530,8998866804387,4
VO0001,530,8998866611824,6
VO0001,530,8998866659574,2
VO0001,530,8998866613545,5
VO0001,530,8998866603058,1
VO0001,530,8999999042608,2
VO0001,530,8999999526870,3
VO0001,530,8999999016128,3
VO0001,530,8999999571931,3
VO0001,530,8999999571580,3
VO0001,531,4902430823456,3
VO0001,531,4902430693370,1
VO0001,531,4902430693370,4
VO0001,531,4902430340762,2
VO0001,531,4902430807692,8
VO0001,531,4902430453028,8
VO0001,532,4902430823456,2
VO0001,532,4902430870986,3
VO0001,532,4902430928779,8
VO0001,532,4902430453028,7
VO0001,532,4902430807692,9
VO0001,533,4902430823456,1
VO0001,533,4902430358583,4
VO0001,533,4902430821995,12
VO0001,533,4902430928779,2
VO0001,533,4902430453028,11
VO0001,533,4902430807692,5
VO0001,534,4902430823456,5
VO0001,534,4902430870986,9
VO0001,534,4902430821995,11
VO0001,534,4902430928779,7
VO0001,534,4902430845199,9
VO0001,535,4902430823463,2
VO0001,535,4902430928786,13
VO0001,535,4902430706742,6
VO0001,536,4902430542753,11
VO0001,536,4902430693455,25
VO0001,536,4902430557122,21
VO0001,536,4902430745703,27
VO0001,536,4902430803380,34
VO0001,504,8993560033514,8
VO0001,504,8993560033309,6
VO0001,504,8993560033347,7
VO0001,504,8998866604703,1
VO0001,504,8998866604741,5
VO0001,504,8998866605779,2
VO0001,505,8998866604680,15
VO0001,505,8998866604697,17
VO0001,505,8998866605762,19
VO0001,506,8998866601528,1
VO0001,506,8998899013015,6
VO0001,506,8998866601504,21
VO0001,506,8998866601511,10
VO0001,506,8993560033293,15
VO0001,506,8993560033545,8
VO0001,507,8998866605106,7
VO0001,507,8998866605120,13
VO0001,507,8998866605113,7
VO0001,508,8998866605144,19
VO0001,508,8998866605151,7
VO0001,508,8998866605137,3
VO0001,509,8998866601535,8
VO0001,509,8998866601542,12
VO0001,509,8992745550259,15
VO0001,510,8998866601566,8
VO0001,510,8998899013121,3
VO0001,510,8998866601542,3
VO0001,510,8998866601535,1
VO0001,510,8998899013077,5
VO0001,510,8998866601559,1
VO0001,510,8993560033590,4
VO0001,510,8993560081027,7
VO0001,511,8992772195089,16
VO0001,511,8992772195010,3
VO0001,511,8992772193047,7
VO0001,511,8992772195058,3
VO0001,511,8999999565404,2
VO0001,511,8999999565305,8
VO0001,511,8999999566760,7
VO0001,512,8992772193078,19
VO0001,512,8992772193047,33
VO0001,512,8992772193085,13
VO0001,512,8992772193054,10
VO0001,513,8992772198042,6
VO0001,513,8992772198028,20
VO0001,513,8992772198035,1
VO0001,513,8992772198059,10
VO0001,513,8992772198011,15
VO0001,514,8998866608862,29
VO0001,514,8998866608879,13
VO0001,514,8998866611114,11
VO0001,515,8998866603409,32
VO0001,515,8998866608855,15
VO0001,515,8998866608862,6
VO0001,516,8998866603416,2
VO0001,516,8998866605649,11
VO0001,516,8998866603393,21
VO0001,517,8999999572006,18
VO0001,517,8999999571887,2
VO0001,517,8999999571825,9
VO0001,537,4902430622066,15
VO0001,537,4902430693370,1
VO0001,537,4902430821995,9
VO0001,538,4902430622066,5
VO0001,538,4902430622080,6
VO0001,538,4902430340762,7
VO0001,538,4902430693370,9
VO0001,538,4902430687355,4
VO0001,538,4902430823371,7
VO0001,539,4902430622066,2
VO0001,539,4902430622080,10
VO0001,539,4902430340762,8
VO0001,539,4902430823371,4
VO0001,539,4902430687355,6
VO0001,539,4902430693370,6
VO0001,540,4902430844741,2
VO0001,540,4902430844765,6
VO0001,540,4902430693370,9
VO0001,540,4902430687355,4
VO0001,540,4902430823371,5
VO0001,541,4902430844741,14
VO0001,541,4902430731874,3
VO0001,541,4902430723626,6
VO0001,541,4902430844765,2
VO0001,542,4902430276337,4
VO0001,542,4902430731515,1
VO0001,542,4902430844741,4
VO0001,542,4902430723626,4
VO0001,542,4902430844765,6
VO0001,542,4902430504454,23
VO0001,543,8992727008006,6
VO0001,543,8998866805438,6
VO0001,543,8998866805421,6
VO0001,543,8992727007986,2
VO0001,544,8999999006006,5
VO0001,544,8992727006286,2
VO0001,544,8998866608985,7
VO0001,544,8998866609173,4
VO0001,545,8999999016128,4
VO0001,545,8999999042608,8
VO0001,545,8999999526870,10
VO0001,545,8999999006006,15
VO0001,546,8999999530419,7
VO0001,546,8999999544409,5
VO0001,546,8999999534356,1
VO0001,547,8999999041748,1
VO0001,547,8999999541941,3
VO0001,547,8999999041755,3
VO0001,547,8999999541941,21
VO0001,548,8998866609180,2
VO0001,548,8998866808859,7
VO0001,548,8998866803649,8
VO0001,548,8998866608992,5
VO0001,548,8998866612210,8
VO0001,549,4901301507532,13
VO0001,549,8997017120031,63
VO0001,549,8998866608381,1
VO0001,549,8998866609005,2
VO0001,549,8998866803656,7
VO0001,549,4902430504546,2
VO0001,628,8850125072855,12
VO0001,628,8850125072916,11
VO0001,628,8850125071360,9
VO0001,628,8850125072978,11
VO0001,628,8850125071520,22
VO0001,628,050000429448,21
VO0001,628,050000574988,3
VO0001,628,8850125072893,3
VO0001,628,8850125073067,2
VO0001,628,8850124144195,4
VO0001,628,8850125071360,9
VO0001,628,8850125072893,1
VO0001,628,8850125072930,14
VO0001,571,8999999572921,42
VO0001,571,8999999520106,31
VO0001,572,8999999045265,16
VO0001,572,8999999526887,5
VO0001,573,8999999401238,21
VO0001,574,8999999401238,25
VO0001,574,8999999518998,19
VO0001,575,8999999544416,9
VO0001,575,8999999534400,6
VO0001,575,8999999401245,8
VO0001,576,8999999519001,8
VO0001,577,8999999401252,8
VO0001,577,8999999500665,8
VO0001,564,8998866609494,27
VO0001,564,8998866610070,5
VO0001,564,8998866610445,12
VO0001,564,8998866612180,13
VO0001,564,8998866608459,11
VO0001,565,8998866601436,12
VO0001,565,8998866607353,13
VO0001,565,8998866610223,2
VO0001,566,8998866604932,15
VO0001,566,8998866618304,5
VO0001,567,8998866614658,11
VO0001,567,8998866612517,7
VO0001,567,8998866619271,13
VO0001,568,8998866610438,8
VO0001,568,8998866803694,5
VO0001,568,8998866607315,14
VO0001,569,8998866610421,4
VO0001,569,8998866610100,3
VO0001,569,8998866610094,2
VO0001,569,8998866608916,5
VO0001,570,8998866614672,2
VO0001,570,8998866618311,5
VO0001,570,8998866608732,7
VO0001,570,8993335510783,10
VO0001,570,8992929140207,4
VO0001,570,8992929411000,3
VO0001,557,8998866601429,10
VO0001,557,8998866604963,10
VO0001,557,8998866608718,13
VO0001,557,8998866610261,10
VO0001,557,8993335522045,3
VO0001,558,8998866607353,6
