VO0006,10,8993379255138,12
VO0006,10,8886030223839,12
VO0006,10,8999999534356,12
VO0006,10,8993379259679,21
VO0006,10,8993379255213,18
VO0006,10,8993379255107,48
VO0006,10,8993379255176,12
VO0006,10,8993379255183,9
VO0006,10,8993379255169,24
VO0006,10,8993379255206,18
VO0006,10,8998866808231,24
VO0006,10,8998866601542,6
VO0006,10,8998866601559,18
VO0006,10,8998866601566,24
VO0006,10,8998866601573,6
VO0006,11,8998866808415,12
VO0006,11,8998866808361,12
VO0006,11,8998866612371,24
VO0006,11,8998866602921,36
VO0006,11,8998866603713,12
VO0006,11,8998866608732,24
VO0006,11,8998866604949,30
VO0006,11,8998866607346,24
VO0006,11,8998866603898,24
VO0006,11,8998866608589,12
VO0006,11,8998866606769,12
VO0006,11,8998866605199,12
VO0006,11,8993189272479,6
VO0006,11,8991899204094,4
VO0006,12,8993417260230,12
VO0006,12,8993417260216,12
VO0006,12,8993417263231,18
VO0006,12,8993417263217,18
VO0006,12,8993379284268,6
VO0006,12,8993379284282,6
VO0006,12,8993379284275,6
VO0006,12,8993379121211,60
VO0006,12,8992695754066,36
VO0006,12,8998866603607,6
VO0006,12,8998866679664,12
VO0006,12,8998866809870,12
VO0006,12,8998866679572,12
VO0006,12,8998866603539,12
VO0006,12,8998866607971,24
VO0006,12,8998866809221,24
VO0006,12,8999338288872,6
VO0006,12,8999338278897,6
VO0006,12,8888103000613,140
VO0006,12,8888103000118,144
VO0006,12,8998866604932,36
VO0006,12,8998866607353,24
VO0006,12,8998866608558,24
VO0006,12,8998866610223,12
VO0006,12,8998866608725,12
VO0006,12,8998866601436,12
VO0006,12,8998866612173,24
VO0006,12,8998866803694,12
VO0006,13,8998866102322,72
VO0006,13,8998866102612,12
VO0006,13,8998866102681,72
VO0006,13,8997017120031,48
VO0006,13,8998866611237,12
VO0006,13,8998866606912,12
VO0006,13,8998866605939,12
VO0006,13,8998866611220,12
VO0006,13,8998866805438,36
VO0006,13,8998866605816,12
VO0006,13,8993335510783,20
VO0006,13,8993038010962,36
VO0006,13,8998866610438,12
VO0006,13,8998866610094,18
VO0006,13,8998866612166,24
VO0006,13,8998866608916,18
VO0006,13,8998866610421,18
VO0006,13,8998866610100,18
VO0006,14,8998866602976,12
VO0006,14,8998866602969,12
VO0006,14,8993379200886,45
VO0006,14,8993379210854,120
VO0006,14,8993379241858,48
VO0006,14,8993379200855,48
VO0006,14,8993379200879,48
VO0006,14,8993379200886,48
VO0006,14,8993379200862,48
VO0006,14,8998866605144,36
VO0006,14,8998866605151,12
VO0006,14,8998866605137,12
VO0006,14,8998866605649,36
VO0006,14,8998866612258,24
VO0006,14,8998866603393,12
VO0006,14,8998866100168,24
VO0006,14,8998866107914,36
VO0006,14,8998866100717,24
VO0006,14,8998866106160,24
VO0006,14,8998866105156,24
VO0006,14,8998866106092,6
VO0006,14,8998866105248,6
VO0006,14,8998866183215,24
VO0006,14,8998866106153,12
VO0006,14,8998866102605,60
VO0006,15,8993189700156,24
VO0006,15,8993189700187,24
VO0006,15,8993189700156,24
VO0006,15,8998866500050,8
VO0006,15,8993189270345,24
VO0006,15,8992931021211,20
VO0006,16,8992931001220,40
VO0006,16,8995230702294,80
VO0006,16,8993053121018,40
VO0006,16,8993053121360,40
VO0006,16,8992931025080,16
VO0006,16,8992931009103,20
VO0006,16,8992759434026,48
VO0006,16,8992759114348,40
VO0006,16,8992759612530,40
VO0006,38,8994051120454,1
VO0006,38,8993335517881,1
VO0006,38,8992929913061,2
VO0006,38,8992929913054,1
VO0006,38,8992929913016,1
VO0006,38,8997050801560,3
VO0006,38,8997050801577,4
VO0006,38,8992895141161,1
VO0006,38,8999999515188,1
VO0006,38,9556006283110,2
VO0006,38,3614220976402,2
VO0006,38,6920354815522,1
VO0006,38,6920354824548,1
VO0006,38,8993189270741,1
VO0006,38,8992821101320,1
VO0006,38,8992821100460,6
VO0006,38,8993176111354,4
VO0006,38,8998183503253,1
VO0006,38,7640129893218,1
VO0006,38,8993417052323,1
VO0006,38,8992771008861,1
VO0006,38,8992771008014,2
VO0006,38,8992771008434,2
VO0006,38,8993044801103,2
VO0006,38,8998866605649,2
VO0006,38,8998866610162,1
VO0006,38,8998866106498,1
VO0006,38,8998866601504,1
VO0006,38,8993417227127,2
VO0006,38,8993417200441,1
VO0006,38,8998866181075,6
VO0006,38,8999225906780,1
VO0006,38,8999225906766,2
VO0006,38,8991111112107,1
