VO0011,7499221163183,4
VO0011,7499221123132,1
VO0011,7499221133155,2
VO0011,7499221133162,7
VO0011,8993351124117,4
VO0011,8993351124001,5
VO0011,8991102714495,4
VO0011,089686821086,3
VO0011,8998009020223,2
VO0011,8998009020193,2
VO0011,8998009020186,2
VO0011,711844160071,4
VO0011,711844162402,2
VO0011,8997009781493,5
VO0011,8998009030031,3
VO0011,8991002121010,2
VO0011,8991002121003,3
VO0011,8991002121065,2
VO0011,8994171102101,1
VO0011,8991002122000,1
VO0011,8991002122017,1
VO0011,8996001600610,1
VO0011,8996006853394,1
VO0011,8996006853387,2
VO0011,8996006853431,2
VO0011,8996006855541,2
VO0011,8998866610377,3
VO0011,8992761122485,8
VO0011,8997009781400,2
VO0011,8996006856180,1
VO0011,8996006855145,4
VO0011,8995227500261,1
VO0011,8999988888972,3
VO0011,8999988888804,1
VO0011,8995227500230,1
VO0011,8995227500292,1
VO0011,8997035111110,4
VO0011,8997009781110,2
VO0011,9556001047175,3
VO0011,9556001051509,2
VO0011,8992696417922,4
VO0011,8992696404441,4
VO0011,8992696422735,3
VO0011,8993007006347,1
VO0011,8993007000253,3
VO0011,8993007000215,3
VO0011,8998009010606,2
VO0011,8998009010590,2
VO0011,8992753182008,3
VO0011,8992696523081,3
VO0011,8992696419742,1
VO0011,8992696422650,1
VO0011,8991002121034,2
VO0011,8992702005976,2
VO0011,8992702006003,2
VO0011,8992702005921,1
VO0011,8992702005945,1
VO0011,8998009010248,2
VO0011,8998009010255,2
VO0011,8993007006392,4
VO0011,8997035563544,1
VO0011,8992753182206,2
VO0011,8992753184200,5
VO0011,8992753182206,1
VO0011,8998009010576,5
VO0011,8998009040023,2
VO0011,8998009040306,3
VO0011,8993007000062,1
VO0011,8993007000024,2
VO0011,8997035563414,4
VO0011,8997035601017,4
VO0011,8996001600146,4
VO0011,8992388133345,5
VO0011,8998866201827,1
VO0011,8998866610087,2
VO0011,8997218380142,3
VO0011,8992388101016,3
VO0011,A81067,10
VO0011,A81068,13
VO0011,8992761151119,6
VO0011,8992761166038,21
VO0011,8992761002022,1
VO0011,8992761002039,6
VO0011,8992761166205,8
VO0011,8992761166052,7
VO0011,8992761122331,6
VO0011,8992761122430,5
VO0011,8992761122348,4
VO0011,8992761122317,5
VO0011,8992761122317,5
VO0011,8992761122324,5
VO0011,8992761122485,3
VO0011,8992761136031,4
VO0011,8992761136055,4
VO0011,8995555121244,5
VO0011,8995555111221,6
VO0011,9555401203419,3
VO0011,9555401204454,1
VO0011,7622210288189,1
VO0011,8888166339668,2
VO0011,8888166995321,1
VO0011,9555401204447,14
VO0011,8851019210292,14
VO0011,8851019210193,14
VO0011,8851019210223,15
VO0011,8851019510132,8
VO0011,8995077600425,5
VO0011,8995077600418,14
VO0011,8994504122332,10
VO0011,8994504122332,4
VO0011,8994504102334,1
VO0011,8997033001505,5
VO0011,8998694110896,2
VO0011,8990333164079,1
VO0011,8990333164055,3
VO0011,8998685111130,8
VO0011,8998685111147,3
VO0011,8850291103186,1
VO0011,8992696415409,2
VO0011,9556437001642,1
VO0011,9556437003110,1
VO0011,9556437003080,2
VO0011,8997002053900,2
VO0011,8997002057335,2
VO0011,8995108509499,7
VO0011,8995108500052,5
VO0011,8995077606113,2
VO0011,8991102213189,6
VO0011,8996001326275,4
VO0011,8996001326220,3
VO0011,8990800020013,6
VO0011,6917541772447,3
VO0011,6917541772447,7
VO0011,A55990,1
VO0011,8990800014227,3
VO0011,8991115012021,3
VO0011,8991002311015,5
VO0011,8991102283380,1
VO0011,8991115010027,2
VO0011,8992741941365,4
VO0011,8992741941341,7
VO0011,8992726939028,5
VO0011,8992726938199,14
VO0011,8997878002873,1
VO0011,8992726964808,4
VO0011,8992726938366,23
VO0011,8992726895096,22
VO0011,8886015409289,9
VO0011,8994755020371,7
VO0011,8886015414061,4
VO0011,8994755020241,1
VO0011,8993500230232,3
VO0011,8993500230041,2
VO0011,089686598353,18
VO0011,8996196000202,3
VO0011,8993027133207,7
VO0011,8857107231057,3
VO0011,8996196002954,3
VO0011,8996196003258,10
VO0011,089686600247,1
VO0011,8993004787485,1
VO0011,089686604450,4
VO0011,8996196000905,3
VO0011,8999178654332,3
VO0011,8997016731863,2
VO0011,8997016731870,2
VO0011,8991002504158,4
VO0011,8992775211434,4
VO0011,8886013222408,39
VO0011,8996196003258,5
VO0011,089686611519,14
VO0011,089686611618,10
VO0011,A12846,6
VO0011,A48656,2
VO0011,089686598186,18
VO0011,089686598476,10
VO0011,089686598421,13
VO0011,089686598025,11
VO0011,089686598018,13
VO0011,089686600100,4
VO0011,089686600308,1
VO0011,8999178770223,2
VO0011,8999178752328,5
VO0011,8996196001858,3
VO0011,653314504513,1
VO0011,089686598421,14
VO0011,8999999000066,7
VO0011,8886013213208,3
VO0011,8997210630016,3
VO0011,8997033000973,4
VO0011,8992997590539,2
VO0011,8999178840230,1
VO0011,8999178840339,5
VO0011,8992942120125,8
VO0011,8888166842649,4
VO0011,8888166842625,3
VO0011,8995077602658,1
VO0011,8995077602221,2
VO0011,8995077600197,1
VO0011,8995077600258,2
VO0011,8995077601422,1
VO0011,8995077600234,5
VO0011,8995077602498,4
VO0011,8995077601514,1
VO0011,8995077600807,9
VO0011,8995077600814,13
VO0011,8995077600807,2
VO0011,8995077601439,1
VO0011,8995077602788,7
VO0011,8992775110133,1
VO0011,089686598186,10
VO0011,089686598476,2
VO0011,8991002504936,6
VO0011,8991002504943,6
VO0011,A82221,3
VO0011,089686598025,4
VO0011,8996001304433,7
VO0011,8996001304044,3
VO0011,8991102750851,12
VO0011,8994755030806,3
VO0011,8991002505025,6
VO0011,8991002505049,6
VO0011,8999918999372,12
VO0011,8999178654332,2
VO0011,7622210476043,6
VO0011,089686598353,7
VO0011,8991002504943,3
VO0011,8991002504936,6
VO0011,8992760221035,8
VO0011,8888166994218,6
VO0011,8888166994232,6
VO0011,7622300136055,3
VO0011,7622300442507,21
VO0011,A81065,13
VO0011,4893049130007,8
VO0011,8992760221028,8
VO0011,7622210708434,22
VO0011,8996001305003,3
VO0011,4893049120008,2
VO0011,8992760211029,8
VO0011,7622210828163,4
VO0011,8996001302248,5
VO0011,8991102303200,3
VO0011,8994755030677,4
VO0011,8886015203115,8
VO0011,8886015201111,4
VO0011,7622210476067,6
VO0011,8991102302708,6
VO0011,8991102302609,4
VO0011,8992716108816,2
VO0011,7622210462534,3
VO0011,7622300761363,7
VO0011,7622300136048,14
VO0011,8888166989931,1
VO0011,8998866201865,4
VO0011,8998866201889,4
VO0011,8993175538572,2
VO0011,8997016420019,8
VO0011,8992775305164,1
VO0011,8999918300154,4
VO0011,8992775315057,10
VO0011,8992775001783,5
VO0011,8992775305102,7
VO0011,8992760121090,10
VO0011,8888166330306,6
VO0011,8888166991361,3
VO0011,8993175533836,5
VO0011,8993175537346,4
VO0011,8994755030479,3
VO0011,8994755030240,6
VO0011,8886015427139,5
VO0011,8995077603808,7
VO0011,8995077603815,2
VO0011,8999918585186,11
VO0011,8996001304020,1
VO0011,8996001304037,4
VO0011,8996001305058,2
VO0011,8888166989658,1
VO0011,8999918182118,3
VO0011,D50417,73
VO0011,8999908039309,23
VO0011,8999809400017,3
VO0011,A734583,15
VO0011,8992821100118,3
VO0011,8993500060020,4
VO0011,8993500060006,5
VO0011,8993500060013,5
VO0011,8997050805339,4
VO0011,8993417097317,4
VO0011,8992745610861,6
VO0011,8992727004459,6
VO0011,8999999001049,6
VO0011,8993417260735,5
VO0011,8993417263712,6
VO0011,8992745610878,6
VO0011,8993560027568,8
VO0011,8993560027575,1
VO0011,9556111620343,1
VO0011,8992745610854,2
VO0011,8993417260223,3
VO0011,8992745610786,6
VO0011,8992772265027,4
VO0011,8992772265164,5
VO0011,8992745610816,5
VO0011,8999999508609,6
VO0011,8992745610809,6
VO0011,8997050805315,5
VO0011,8992759114348,16
VO0011,8992759114348,11
VO0011,8997023900344,3
VO0011,8993425260062,7
VO0011,8993425260086,7
VO0011,8992696405424,2
VO0011,8992696405233,4
VO0011,8992696405479,1
VO0011,8992696415010,1
VO0011,8992696405486,2
VO0011,8992696405240,1
VO0011,8992702006539,2
VO0011,8992696407831,2
VO0011,8992696407053,2
VO0011,8992753152803,3
VO0011,8992696428577,3
VO0011,8992702006553,4
VO0011,8992702006171,1
VO0011,8992696420472,1
VO0011,9556001008633,3
VO0011,8992696410275,1
VO0011,8992696427976,4
VO0011,8992696420458,2
VO0011,749921001047,8
VO0011,749921001122,9
VO0011,749921001016,6
VO0011,749921000323,6
VO0011,749921001023,5
VO0011,749921005540,6
VO0011,749921009319,2
VO0011,8992802618748,2
VO0011,9415007008033,1
VO0011,9415007009801,1
VO0011,8992802618014,2
VO0011,749921000439,2
VO0011,749921004000,2
VO0011,9415007009818,5
VO0011,749921005304,2
VO0011,749921005106,2
VO0011,749921009159,2
VO0011,749921000460,2
VO0011,749921000446,1
VO0011,749921000699,1
VO0011,749921002129,1
VO0011,9415007009146,2
VO0011,9415007001829,2
VO0011,8992759515466,4
VO0011,8993053111149,10
VO0011,8992931002050,4
VO0011,8993053211368,11
VO0011,8992931009547,4
VO0011,8992759535457,8
VO0011,8992931029521,13
VO0011,8992931006256,6
VO0011,8993053141689,4
VO0011,8992931025073,5
VO0011,8993053121018,3
VO0011,8993053131093,4
VO0011,8993053141474,6
VO0011,8993053131017,5
VO0011,8993053131130,11
VO0011,8992759134117,3
VO0011,8993053121179,6
VO0011,8992931001213,5
VO0011,8993053121032,2
VO0011,8993053121131,7
VO0011,8992759244021,4
VO0011,8992931009165,2
VO0011,8992931001114,4
VO0011,8992931025080,2
VO0011,8992759612530,1
VO0011,8993053111408,1
VO0011,6908594424087,8
VO0011,8993189270284,12
VO0011,8993189322556,7
VO0011,8993189270291,2
VO0011,8993189270635,6
VO0011,8998990212423,2
VO0011,8888336028460,2
VO0011,8992812805497,6
VO0011,8851818537309,6
VO0011,8992727005098,7
