VO0011,113,8993027111601,6
VO0011,113,089686604443,1
VO0011,114,8996196000257,4
VO0011,114,089686598421,2
VO0011,115,8999178840230,5
VO0011,116,8999178840230,2
VO0011,117,8999178840339,7
VO0011,118,8998866200837,1
VO0011,118,8998866200851,2
VO0011,119,089686048704,16
VO0011,119,089686010947,36
VO0011,120,089686059779,18
VO0011,120,089686010527,35
VO0011,120,089686011036,30
VO0011,121,089686010718,12
VO0011,121,089686910704,4
VO0011,121,089686010107,5
VO0011,122,089686010343,2
VO0011,122,089686910384,12
VO0011,122,089686011036,13
VO0011,122,089686043617,6
VO0011,123,8997222130207,19
VO0011,123,8997222130191,5
VO0011,123,8997222130016,14
VO0011,123,8995899210215,8
VO0011,123,089686017748,15
VO0011,124,089686060102,4
VO0011,125,8998866200301,9
VO0011,125,089686010015,26
VO0011,125,089686041705,14
VO0011,126,8998866200325,36
VO0011,126,8998866200578,7
VO0011,126,089686044249,4
VO0011,127,8998866201568,8
VO0011,127,089686040647,16
VO0011,127,8998866200332,12
VO0011,128,089686041767,14
VO0011,128,089686040166,12
VO0011,128,8993118731046,3
VO0011,129,8888327831840,30
VO0011,129,8888327831871,16
VO0011,129,8888327831253,19
VO0011,129,8888327831123,3
VO0011,130,089686060126,1
VO0011,131,8992804901268,3
VO0011,131,8992804901244,5
VO0011,131,8992804901251,3
VO0011,132,8993500261007,3
VO0011,132,8993500261021,6
VO0011,132,8993500261137,4
VO0011,132,8888900400319,2
VO0011,133,8994291101046,2
VO0011,133,8998866200448,37
VO0011,134,8994291101022,2
VO0011,134,8993047301112,1
VO0011,134,8993118731046,1
VO0011,134,8993118731077,1
VO0011,134,8991688890699,2
VO0011,134,8991688890682,1
VO0011,135,8997004060302,4
VO0011,135,8997011700031,3
VO0011,135,8994061800476,2
VO0011,136,8992736980164,3
VO0011,136,8992736980133,3
VO0011,136,8992736290409,3
VO0011,136,8992736010168,11
VO0011,136,8992933841114,4
VO0011,137,8992770062109,6
VO0011,137,8992736025162,2
VO0011,137,8992736225401,4
VO0011,138,8992770033208,2
VO0011,138,8992770033192,3
VO0011,138,8992770034212,4
VO0011,138,8992770034182,1
VO0011,138,8992736210681,6
VO0011,139,8992717781025,34
VO0011,139,8992717102509,12
VO0011,139,8999999516215,1
VO0011,139,8992814883332,4
VO0011,140,A735274,1
VO0011,140,A735269,1
VO0011,140,A4939,2
VO0011,140,8995888810877,4
VO0011,140,8995888810839,10
VO0011,140,4923125560890,2
VO0011,140,4923125560777,2
VO0011,140,4923125560814,3
VO0011,140,8991188943079,2
VO0011,140,8998008151034,4
VO0011,140,8991188943055,2
VO0011,141,8993111112507,21
VO0011,141,8997212780016,6
VO0011,141,8991045242505,1
VO0011,141,8991045245001,2
VO0011,141,7622300270919,1
VO0011,141,8998009080500,4
VO0011,141,7622300065201,4
VO0011,142,649626012044,3
VO0011,142,8992735210071,6
VO0011,142,8992735210026,1
VO0011,142,8992770154033,3
VO0011,142,089686440089,1
VO0011,143,8992735210026,4
VO0011,143,8992735210125,4
VO0011,143,8992735210118,5
VO0011,143,8992735210019,5
VO0011,143,8992735210149,5
VO0011,143,8992735210057,11
VO0011,144,8992736424293,5
VO0011,144,089686386110,2
VO0011,144,089686440430,4
VO0011,144,189686386131,4
VO0011,144,089686386066,1
VO0011,145,8998888461322,1
VO0011,145,8998888461315,4
VO0011,145,8998888461810,4
VO0011,145,8992770011060,5
VO0011,145,8992770011084,1
VO0011,146,089686385618,3
VO0011,146,089686385564,2
VO0011,146,711844120402,2
VO0011,146,8991003015066,3
VO0011,146,8991003015028,2
VO0011,146,8995899250327,2
VO0011,146,8995899250341,4
VO0011,146,8995899250143,3
VO0011,146,8995899250211,4
VO0011,147,711844330009,9
VO0011,147,711844330016,3
VO0011,147,711844330153,3
VO0011,147,8992987001014,5
VO0011,147,8999005062057,5
VO0011,147,8993322101550,5
VO0011,148,711844140127,3
VO0011,148,8997021040059,4
VO0011,148,A6059,1
VO0011,148,089686401776,2
VO0011,148,089686400397,3
VO0011,149,7118441101378,6
VO0011,149,8992917193505,4
VO0011,149,8998866202275,3
VO0011,149,8992735210033,1
VO0011,149,8992735210101,2
VO0011,149,8992735210064,5
VO0011,150,A80528,25
VO0011,150,8998866608084,7
VO0011,151,711844110700,3
VO0011,151,8998866608008,1
VO0011,151,8996168442184,2
VO0011,151,089686420029,4
VO0011,151,8998866608015,5
VO0011,151,8997151800035,5
VO0011,151,711844110113,6
VO0011,151,8998888710598,1
VO0011,152,089686401745,1
VO0011,152,8992736116105,15
VO0011,152,089686400816,2
VO0011,152,089686400427,2
VO0011,152,089686400229,5
VO0011,152,089686401721,5
VO0011,152,711844120167,3
VO0011,152,711844120082,4
VO0011,152,8992736111407,6
VO0011,152,8992736116105,7
VO0011,152,8997011930049,3
VO0011,153,9556403100270,2
VO0011,153,8991003070409,4
VO0011,153,711844120150,2
VO0011,153,089686400762,3
VO0011,153,089686400861,3
